time,ACCET
1980-01-19 06:00:00,4.289685791843981
1980-01-19 09:00:00,4.310662751160082
1980-01-19 12:00:00,4.325007021536364
1980-01-19 15:00:00,4.336547059773691
1980-01-19 18:00:00,4.38424782064046
1980-01-19 21:00:00,4.499265300387991
1980-01-20 00:00:00,4.554292917804315
1980-01-20 03:00:00,4.549948533313194
1980-01-20 06:00:00,4.541673873179024
1980-01-20 09:00:00,4.532805497581432
1980-01-20 12:00:00,4.524543934949332
1980-01-20 15:00:00,4.514795065538635
1980-01-20 18:00:00,4.526967883962952
1980-01-20 21:00:00,4.594579239694639
1980-01-21 00:00:00,4.621134140414258
1980-01-21 03:00:00,4.610539741826419
1980-01-21 06:00:00,4.603686103721237
1980-01-21 09:00:00,4.598995831284132
1980-01-21 12:00:00,4.596578146293241
1980-01-21 15:00:00,4.5932352081995615
1980-01-21 18:00:00,4.619228055243373
1980-01-21 21:00:00,4.696652970656852
1980-01-22 00:00:00,4.726124286467941
1980-01-22 03:00:00,4.707132794574404
1980-01-22 06:00:00,4.6881336719622695
1980-01-22 09:00:00,4.672586595330627
1980-01-22 12:00:00,4.658465324163511
1980-01-22 15:00:00,4.644105906241356
1980-01-22 18:00:00,4.6512547506540765
1980-01-22 21:00:00,4.712115539927309
1980-01-23 00:00:00,4.738680007518005
1980-01-23 03:00:00,4.729639314349694
1980-01-23 06:00:00,4.721848578444198
1980-01-23 09:00:00,4.713000931067274
1980-01-23 12:00:00,4.703508886588482
1980-01-23 15:00:00,4.692278177182662
1980-01-23 18:00:00,4.70320616345367
1980-01-23 21:00:00,4.7686686177152176
1980-01-24 00:00:00,4.791679106591916
1980-01-24 03:00:00,4.776244554586758
1980-01-24 06:00:00,4.7623979892891555
1980-01-24 09:00:00,4.7479926731640925
1980-01-24 12:00:00,4.732299246183228
1980-01-24 15:00:00,4.713539750913323
1980-01-24 18:00:00,4.722211891762502
1980-01-24 21:00:00,4.793701588694245
1980-01-25 00:00:00,4.824216832366014
1980-01-25 03:00:00,4.810614791737501
1980-01-25 06:00:00,4.799097873438611
1980-01-25 09:00:00,4.785119991446336
1980-01-25 12:00:00,4.767381531881316
1980-01-25 15:00:00,4.7492342024690535
1980-01-25 18:00:00,4.766791347048888
1980-01-25 21:00:00,4.852296396217961
1980-01-26 00:00:00,4.902435228622321
1980-01-26 03:00:00,4.907238822925166
1980-01-26 06:00:00,4.906572900363373
1980-01-26 09:00:00,4.905332054406347
1980-01-26 12:00:00,4.904975119002095
1980-01-26 15:00:00,4.906723692474167
1980-01-26 18:00:00,4.95353177315634
1980-01-26 21:00:00,5.070099997149017
1980-01-27 00:00:00,5.135290023367498
1980-01-27 03:00:00,5.134741864433018
1980-01-27 06:00:00,5.130855095275106
1980-01-27 09:00:00,5.126721068056369
1980-01-27 12:00:00,5.125987266266455
1980-01-27 15:00:00,5.121576597025725
1980-01-27 18:00:00,5.158701409698876
1980-01-27 21:00:00,5.248724755408301
1980-01-28 00:00:00,5.294179351615641
1980-01-28 03:00:00,5.296655348963577
1980-01-28 06:00:00,5.296630065090014
1980-01-28 09:00:00,5.294811334563374
1980-01-28 12:00:00,5.2906520234710745
1980-01-28 15:00:00,5.285784763919034
1980-01-28 18:00:00,5.318890807391669
1980-01-28 21:00:00,5.411584562936285
1980-01-29 00:00:00,5.454284014164604
1980-01-29 03:00:00,5.445423838742221
1980-01-29 06:00:00,5.4389821455499865
1980-01-29 09:00:00,5.4294076437538115
1980-01-29 12:00:00,5.417537320681662
1980-01-29 15:00:00,5.407135853993888
1980-01-29 18:00:00,5.4443602076827755
1980-01-29 21:00:00,5.5225399947808045
1980-01-30 00:00:00,5.555520757798852
1980-01-30 03:00:00,5.550009556710233
1980-01-30 06:00:00,5.538827478899058
1980-01-30 09:00:00,5.523089520411154
1980-01-30 12:00:00,5.508501067039749
1980-01-30 15:00:00,5.497053280773526
1980-01-30 18:00:00,5.509275869705711
1980-01-30 21:00:00,5.573945868146332
1980-01-31 00:00:00,5.589091250084039
1980-01-31 03:00:00,5.576093402920604
1980-01-31 06:00:00,5.567311243054032
1980-01-31 09:00:00,5.560417287420736
1980-01-31 12:00:00,5.55451646411835
1980-01-31 15:00:00,5.546667643638455
1980-01-31 18:00:00,5.567849037878179
1980-01-31 21:00:00,5.6534365443646335
